order_id,customers,order_date,city,state,quantity,revenue,product_name,category_name,store_name,total_discount,Net Revenue
376,Kristel Byrd,8/17/2016,Hicksville,NY,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,$105,"$1,395"
377,Thad Gilliam,8/17/2016,Levittown,NY,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$19,$251
377,Thad Gilliam,8/17/2016,Levittown,NY,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,$90,"$1,710"
378,Alec Peck,8/17/2016,Victoria,TX,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Rowlett Bikes,$60,"$1,140"
379,Hassan Nash,8/18/2016,Hicksville,NY,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,$120,$480
379,Hassan Nash,8/18/2016,Hicksville,NY,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,$210,"$2,790"
380,Han Wade,8/19/2016,Howard Beach,NY,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,$30,$570
380,Han Wade,8/19/2016,Howard Beach,NY,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,$168,"$3,194"
381,Vanessa West,8/19/2016,New Rochelle,NY,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,$38,$502
382,Clelia Workman,8/20/2016,New Windsor,NY,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,$19,$251
382,Clelia Workman,8/20/2016,New Windsor,NY,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,$300,"$2,700"
382,Clelia Workman,8/20/2016,New Windsor,NY,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,$180,"$1,620"
383,Aleta Mack,8/20/2016,Bay Shore,NY,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,$27,$513
383,Aleta Mack,8/20/2016,Bay Shore,NY,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,$27,$243
383,Aleta Mack,8/20/2016,Bay Shore,NY,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$27,$513
383,Aleta Mack,8/20/2016,Bay Shore,NY,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$27,$243
383,Aleta Mack,8/20/2016,Bay Shore,NY,1,449.00,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,$31,$418
384,Conception Slater,8/20/2016,Bellmore,NY,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,$108,$432
384,Conception Slater,8/20/2016,Bellmore,NY,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,$53,$477
384,Conception Slater,8/20/2016,Bellmore,NY,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,$60,$540
384,Conception Slater,8/20/2016,Bellmore,NY,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,$580,"$2,320"
384,Conception Slater,8/20/2016,Bellmore,NY,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,$90,"$1,710"
385,Odette Moses,8/20/2016,Newburgh,NY,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,$19,$251
385,Odette Moses,8/20/2016,Newburgh,NY,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,$60,"$1,140"
385,Odette Moses,8/20/2016,Newburgh,NY,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,"$1,600","$6,400"
386,Christiana Gross,8/20/2016,Orchard Park,NY,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,$240,$960
386,Christiana Gross,8/20/2016,Orchard Park,NY,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,$100,"$1,900"
386,Christiana Gross,8/20/2016,Orchard Park,NY,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,$360,"$1,440"
387,Jennette Wooten,8/20/2016,Rowlett,TX,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Rowlett Bikes,$90,$359
388,Mirella Duffy,8/21/2016,Longview,TX,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Rowlett Bikes,$38,$502
388,Mirella Duffy,8/21/2016,Longview,TX,2,898.00,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Rowlett Bikes,$180,$718
388,Mirella Duffy,8/21/2016,Longview,TX,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Rowlett Bikes,$52,$697
388,Mirella Duffy,8/21/2016,Longview,TX,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Rowlett Bikes,$168,"$1,513"
389,Saturnina Garner,8/22/2016,Glendora,CA,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,$74,$986
389,Saturnina Garner,8/22/2016,Glendora,CA,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,$66,"$1,255"
389,Saturnina Garner,8/22/2016,Glendora,CA,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$52,$697
389,Saturnina Garner,8/22/2016,Glendora,CA,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Santa Cruz Bikes,$155,"$2,943"
389,Saturnina Garner,8/22/2016,Glendora,CA,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,$600,"$2,400"
390,Shirely Stanley,8/22/2016,El Paso,TX,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Rowlett Bikes,$15,$285
390,Shirely Stanley,8/22/2016,El Paso,TX,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Rowlett Bikes,$150,"$2,850"
390,Shirely Stanley,8/22/2016,El Paso,TX,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Rowlett Bikes,$560,"$7,440"
391,Elinore Aguilar,8/23/2016,San Angelo,TX,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Rowlett Bikes,$77,"$1,023"
391,Elinore Aguilar,8/23/2016,San Angelo,TX,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Rowlett Bikes,$528,"$2,114"
391,Elinore Aguilar,8/23/2016,San Angelo,TX,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Rowlett Bikes,$126,"$1,674"
392,Carley Reynolds,8/23/2016,South El Monte,CA,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,$54,$486
392,Carley Reynolds,8/23/2016,South El Monte,CA,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$100,"$1,900"
393,Alysha Powers,8/25/2016,Forest Hills,NY,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,$188,$752
394,Tammera Fischer,8/26/2016,Oakland,CA,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,$108,$432
394,Tammera Fischer,8/26/2016,Oakland,CA,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,$15,$285
394,Tammera Fischer,8/26/2016,Oakland,CA,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Santa Cruz Bikes,$120,$480
395,Hans Price,8/26/2016,Port Chester,NY,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$13,$256
396,Timothy Byers,8/27/2016,Ronkonkoma,NY,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,$55,$495
396,Timothy Byers,8/27/2016,Ronkonkoma,NY,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,$50,$950
396,Timothy Byers,8/27/2016,Ronkonkoma,NY,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,$264,"$1,057"
397,Son Warner,8/28/2016,Rockville Centre,NY,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,$200,"$3,800"
398,Chasidy Tran,8/29/2016,Vista,CA,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Santa Cruz Bikes,$100,$400
398,Chasidy Tran,8/29/2016,Vista,CA,1,429.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,$21,$408
398,Chasidy Tran,8/29/2016,Vista,CA,2,898.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,$45,$853
398,Chasidy Tran,8/29/2016,Vista,CA,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$180,"$3,420"
399,Lee Roman,8/29/2016,Brentwood,NY,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$27,$243
399,Lee Roman,8/29/2016,Brentwood,NY,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,$25,$475
399,Lee Roman,8/29/2016,Brentwood,NY,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,$168,"$3,194"
400,Alline Beasley,8/29/2016,North Tonawanda,NY,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,$77,"$1,023"
400,Alline Beasley,8/29/2016,North Tonawanda,NY,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,$400,"$1,600"
400,Alline Beasley,8/29/2016,North Tonawanda,NY,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,$600,"$2,400"
401,Sylvie Wilkerson,8/30/2016,Syosset,NY,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$60,$240
401,Sylvie Wilkerson,8/30/2016,Syosset,NY,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,$620,"$2,478"
402,Corina Lynch,8/30/2016,Rosedale,NY,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,$30,$570
402,Corina Lynch,8/30/2016,Rosedale,NY,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,$92,"$1,229"
402,Corina Lynch,8/30/2016,Rosedale,NY,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,$66,$874
403,Salena Day,8/31/2016,San Lorenzo,CA,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,$27,$513
403,Salena Day,8/31/2016,San Lorenzo,CA,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Santa Cruz Bikes,$110,$440
403,Salena Day,8/31/2016,San Lorenzo,CA,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Santa Cruz Bikes,$110,$990
403,Salena Day,8/31/2016,San Lorenzo,CA,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,"$1,600","$6,400"
404,Laverna Hernandez,8/31/2016,Niagara Falls,NY,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,$50,$950
404,Laverna Hernandez,8/31/2016,Niagara Falls,NY,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,$240,$960
404,Laverna Hernandez,8/31/2016,Niagara Falls,NY,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,$210,"$2,790"
405,Genevieve Juarez,8/31/2016,New Hyde Park,NY,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$38,$502
405,Genevieve Juarez,8/31/2016,New Hyde Park,NY,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,$310,"$2,788"
405,Genevieve Juarez,8/31/2016,New Hyde Park,NY,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,$400,"$1,600"
406,Eliz Lynch,8/31/2016,Uniondale,NY,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,$580,"$2,320"
407,Keri Bridges,9/1/2016,Richardson,TX,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Rowlett Bikes,$120,$480
407,Keri Bridges,9/1/2016,Richardson,TX,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Rowlett Bikes,$66,"$1,255"
408,Shemeka Lyons,9/1/2016,Pomona,CA,2,858.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,$172,$686
408,Shemeka Lyons,9/1/2016,Pomona,CA,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,$90,$359
408,Shemeka Lyons,9/1/2016,Pomona,CA,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$105,"$1,395"
408,Shemeka Lyons,9/1/2016,Pomona,CA,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$70,$930
409,Luke Fuller,9/1/2016,Hempstead,NY,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,$13,$256
409,Luke Fuller,9/1/2016,Hempstead,NY,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,$37,$493
409,Luke Fuller,9/1/2016,Hempstead,NY,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,$240,$960
410,Herminia Reyes,9/1/2016,Centereach,NY,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,$110,$990
410,Herminia Reyes,9/1/2016,Centereach,NY,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,$50,$450
410,Herminia Reyes,9/1/2016,Centereach,NY,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,$300,"$5,700"
411,Ferne Kline,9/2/2016,Fullerton,CA,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Santa Cruz Bikes,$60,"$1,140"
411,Ferne Kline,9/2/2016,Fullerton,CA,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$52,$697
412,Carmina Emerson,9/2/2016,Banning,CA,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Santa Cruz Bikes,$38,$511
412,Carmina Emerson,9/2/2016,Banning,CA,1,429.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,$43,$386
412,Carmina Emerson,9/2/2016,Banning,CA,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,$400,"$3,600"
413,Kristofer Craig,9/2/2016,Plainview,NY,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,$50,$450
413,Kristofer Craig,9/2/2016,Plainview,NY,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,$210,"$2,790"
413,Kristofer Craig,9/2/2016,Plainview,NY,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,$180,"$3,420"
414,Vernia Madden,9/3/2016,Troy,NY,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,$580,"$5,220"
415,Bonita Marshall,9/3/2016,Endicott,NY,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$120,$480
415,Bonita Marshall,9/3/2016,Endicott,NY,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,$264,"$1,057"
415,Bonita Marshall,9/3/2016,Endicott,NY,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,$47,$893
415,Bonita Marshall,9/3/2016,Endicott,NY,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,$70,$930
416,Johana Jacobson,9/3/2016,Rochester,NY,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$19,$251
416,Johana Jacobson,9/3/2016,Rochester,NY,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$19,$251
416,Johana Jacobson,9/3/2016,Rochester,NY,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,$55,$495
417,Angie Powers,9/4/2016,Pomona,CA,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Santa Cruz Bikes,$84,"$1,116"
417,Angie Powers,9/4/2016,Pomona,CA,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$66,$874
418,Titus Bullock,9/4/2016,Hollis,NY,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,$27,$522
418,Titus Bullock,9/4/2016,Hollis,NY,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,$30,$570
419,Garry Espinoza,9/4/2016,Forney,TX,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Rowlett Bikes,$150,"$2,850"
420,Petronila Norris,9/5/2016,South El Monte,CA,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,$106,$954
420,Petronila Norris,9/5/2016,South El Monte,CA,2,858.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,$172,$686
420,Petronila Norris,9/5/2016,South El Monte,CA,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$100,"$1,900"
421,Le Deleon,9/5/2016,Banning,CA,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,$120,$480
421,Le Deleon,9/5/2016,Banning,CA,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,$240,$960
421,Le Deleon,9/5/2016,Banning,CA,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$66,$874
421,Le Deleon,9/5/2016,Banning,CA,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$400,"$1,600"
421,Le Deleon,9/5/2016,Banning,CA,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,$203,"$2,697"
422,Suellen Mercado,9/6/2016,Sunnyside,NY,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,$60,"$1,140"
423,Dewayne Herring,9/6/2016,Webster,NY,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$42,$558
423,Dewayne Herring,9/6/2016,Webster,NY,1,429.00,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,$86,$343
423,Dewayne Herring,9/6/2016,Webster,NY,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,$150,$600
423,Dewayne Herring,9/6/2016,Webster,NY,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,$180,"$3,420"
424,Tommie Melton,9/8/2016,Sacramento,CA,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,$27,$243
424,Tommie Melton,9/8/2016,Sacramento,CA,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,$23,$446
425,Tessie Farmer,9/8/2016,Plattsburgh,NY,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,$38,$502
425,Tessie Farmer,9/8/2016,Plattsburgh,NY,1,449.00,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,$22,$427
425,Tessie Farmer,9/8/2016,Plattsburgh,NY,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,$47,$423
426,Tonja Henderson,9/8/2016,Scarsdale,NY,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$30,$570
426,Tonja Henderson,9/8/2016,Scarsdale,NY,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,$155,"$1,394"
427,Douglass Little,9/9/2016,Duarte,CA,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,$106,$954
427,Douglass Little,9/9/2016,Duarte,CA,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Santa Cruz Bikes,$77,"$1,023"
427,Douglass Little,9/9/2016,Duarte,CA,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Santa Cruz Bikes,$84,"$1,116"
428,Bee Baker,9/9/2016,Liverpool,NY,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$54,$216
428,Bee Baker,9/9/2016,Liverpool,NY,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,$528,"$2,114"
429,Laraine Robbins,9/10/2016,San Angelo,TX,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Rowlett Bikes,$132,"$2,510"
429,Laraine Robbins,9/10/2016,San Angelo,TX,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Rowlett Bikes,$75,$675
429,Laraine Robbins,9/10/2016,San Angelo,TX,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Rowlett Bikes,$33,$437
429,Laraine Robbins,9/10/2016,San Angelo,TX,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Rowlett Bikes,$336,"$1,345"
429,Laraine Robbins,9/10/2016,San Angelo,TX,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Rowlett Bikes,$580,"$5,220"
430,Deja Chaney,9/11/2016,Jamaica,NY,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,$108,$432
430,Deja Chaney,9/11/2016,Jamaica,NY,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$54,$486
430,Deja Chaney,9/11/2016,Jamaica,NY,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,$118,"$1,563"
430,Deja Chaney,9/11/2016,Jamaica,NY,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,"$1,160","$4,640"
430,Deja Chaney,9/11/2016,Jamaica,NY,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,$360,"$1,440"
431,Carlie Terrell,9/11/2016,Yonkers,NY,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,$38,$502
431,Carlie Terrell,9/11/2016,Yonkers,NY,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$108,$432
431,Carlie Terrell,9/11/2016,Yonkers,NY,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$90,$359
431,Carlie Terrell,9/11/2016,Yonkers,NY,1,449.00,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,$31,$418
431,Carlie Terrell,9/11/2016,Yonkers,NY,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,$47,$423
432,Karla Kirk,9/12/2016,Palos Verdes Peninsula,CA,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Santa Cruz Bikes,$620,"$2,478"
432,Karla Kirk,9/12/2016,Palos Verdes Peninsula,CA,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,$400,"$7,600"
433,Jerri Guthrie,9/12/2016,Carmel,NY,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,$55,$495
433,Jerri Guthrie,9/12/2016,Carmel,NY,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,$47,$423
433,Jerri Guthrie,9/12/2016,Carmel,NY,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,$310,"$1,239"
433,Jerri Guthrie,9/12/2016,Carmel,NY,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,$580,"$2,320"
434,Rochell Cantrell,9/13/2016,Port Jefferson Station,NY,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,$13,$256
434,Rochell Cantrell,9/13/2016,Port Jefferson Station,NY,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,$60,$540
434,Rochell Cantrell,9/13/2016,Port Jefferson Station,NY,2,898.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$45,$853
434,Rochell Cantrell,9/13/2016,Port Jefferson Station,NY,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,$235,"$3,127"
434,Rochell Cantrell,9/13/2016,Port Jefferson Station,NY,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,$600,"$2,400"
435,Keri Bridges,9/14/2016,Richardson,TX,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Rowlett Bikes,$13,$256
435,Keri Bridges,9/14/2016,Richardson,TX,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Rowlett Bikes,$22,$427
435,Keri Bridges,9/14/2016,Richardson,TX,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Rowlett Bikes,$150,"$2,850"
436,Yun Nelson,9/16/2016,Ballston Spa,NY,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$60,$240
436,Yun Nelson,9/16/2016,Ballston Spa,NY,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,$50,$950
437,Adam Thornton,9/16/2016,Central Islip,NY,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,$77,"$1,472"
437,Adam Thornton,9/16/2016,Central Islip,NY,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,$50,$950
